crop_renamed,Weather,year,month,mday,agb_MgDM_ha,grain_MgDM_ha,lai,year_class,window_spei,source,date,day_of_year,scenario,series
Winter Wheat,weatherBaselineopen,2013,8,4,11.810526999999999,9.31627,0.931955,Dry,-0.9979094773570276,named in manuscript,2013-08-04,216,Open field,Open field - Dry (2013)
Winter Wheat,weatherBaselineopen,2013,8,5,11.832706,9.36544,0.893093,Dry,-0.9979094773570276,named in manuscript,2013-08-05,217,Open field,Open field - Dry (2013)
Winter Wheat,weatherBaselineopen,2013,8,6,11.851697000000001,9.41078,0.855399,Dry,-0.9979094773570276,named in manuscript,2013-08-06,218,Open field,Open field - Dry (2013)
Winter Wheat,weatherBaselineopen,2013,8,7,11.865467,9.45029,0.818499,Dry,-0.9979094773570276,named in manuscript,2013-08-07,219,Open field,Open field - Dry (2013)
Winter Wheat,weatherBaselineopen,2013,8,8,11.883588,9.49331,0.782402,Dry,-0.9979094773570276,named in manuscript,2013-08-08,220,Open field,Open field - Dry (2013)
Winter Wheat,weatherBaselineopen,2013,8,9,11.894171,9.52817,0.747529,Dry,-0.9979094773570276,named in manuscript,2013-08-09,221,Open field,Open field - Dry (2013)
Winter Wheat,weatherBaselineopen,2013,8,10,11.91314,9.57055,0.713609,Dry,-0.9979094773570276,named in manuscript,2013-08-10,222,Open field,Open field - Dry (2013)
Winter Wheat,weatherBaselineopen,2013,8,11,11.93034,9.61047,0.680986,Dry,-0.9979094773570276,named in manuscript,2013-08-11,223,Open field,Open field - Dry (2013)
Winter Wheat,weatherRad0Center,2023,1,1,0.1279912,0,0.364775,Near-normal,0.2874774103294811,named in manuscript,2023-01-01,1,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,2,0.1283696,0,0.364993,Near-normal,0.2874774103294811,named in manuscript,2023-01-02,2,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,3,0.1287223,0,0.365215,Near-normal,0.2874774103294811,named in manuscript,2023-01-03,3,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,4,0.1288735,0,0.365407,Near-normal,0.2874774103294811,named in manuscript,2023-01-04,4,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,5,0.1290347,0,0.365298,Near-normal,0.2874774103294811,named in manuscript,2023-01-05,5,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,6,0.1291242,0,0.36486,Near-normal,0.2874774103294811,named in manuscript,2023-01-06,6,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,7,0.12920203066,0,0.364894,Near-normal,0.2874774103294811,named in manuscript,2023-01-07,7,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,8,0.12943305456,0,0.364445,Near-normal,0.2874774103294811,named in manuscript,2023-01-08,8,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,9,0.1297806233,0,0.364145,Near-normal,0.2874774103294811,named in manuscript,2023-01-09,9,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,10,0.13012798550000002,0,0.364202,Near-normal,0.2874774103294811,named in manuscript,2023-01-10,10,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,11,0.1305030643,0,0.364401,Near-normal,0.2874774103294811,named in manuscript,2023-01-11,11,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,12,0.1310684591,0,0.364714,Near-normal,0.2874774103294811,named in manuscript,2023-01-12,12,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,13,0.1314678074,0,0.365351,Near-normal,0.2874774103294811,named in manuscript,2023-01-13,13,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,14,0.131732039,0,0.365689,Near-normal,0.2874774103294811,named in manuscript,2023-01-14,14,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,15,0.131962509,0,0.36553,Near-normal,0.2874774103294811,named in manuscript,2023-01-15,15,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,16,0.13206891899999998,0,0.365369,Near-normal,0.2874774103294811,named in manuscript,2023-01-16,16,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,17,0.13202392799999998,0,0.364933,Near-normal,0.2874774103294811,named in manuscript,2023-01-17,17,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,18,0.131913212,0,0.364281,Near-normal,0.2874774103294811,named in manuscript,2023-01-18,18,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,19,0.131827103,0,0.363587,Near-normal,0.2874774103294811,named in manuscript,2023-01-19,19,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,20,0.131733759,0,0.363216,Near-normal,0.2874774103294811,named in manuscript,2023-01-20,20,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,21,0.131653779,0,0.362823,Near-normal,0.2874774103294811,named in manuscript,2023-01-21,21,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,22,0.131574766,0,0.362472,Near-normal,0.2874774103294811,named in manuscript,2023-01-22,22,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,23,0.13149572,0,0.362122,Near-normal,0.2874774103294811,named in manuscript,2023-01-23,23,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,24,0.131416642,0,0.361771,Near-normal,0.2874774103294811,named in manuscript,2023-01-24,24,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,25,0.131320028,0,0.361419,Near-normal,0.2874774103294811,named in manuscript,2023-01-25,25,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,26,0.131151367,0,0.361008,Near-normal,0.2874774103294811,named in manuscript,2023-01-26,26,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,27,0.131018653,0,0.360393,Near-normal,0.2874774103294811,named in manuscript,2023-01-27,27,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,28,0.130940398,0,0.35989,Near-normal,0.2874774103294811,named in manuscript,2023-01-28,28,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,29,0.13081690499999998,0,0.359536,Near-normal,0.2874774103294811,named in manuscript,2023-01-29,29,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,30,0.13078767000000002,0,0.359044,Near-normal,0.2874774103294811,named in manuscript,2023-01-30,30,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,1,31,0.130748248,0,0.35885,Near-normal,0.2874774103294811,named in manuscript,2023-01-31,31,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,1,0.130579934,0,0.358059,Near-normal,0.2874774103294811,named in manuscript,2023-02-01,32,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,2,0.130406437,0,0.35695,Near-normal,0.2874774103294811,named in manuscript,2023-02-02,33,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,3,0.130294581,0,0.356313,Near-normal,0.2874774103294811,named in manuscript,2023-02-03,34,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,4,0.130120966,0,0.355844,Near-normal,0.2874774103294811,named in manuscript,2023-02-04,35,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,5,0.130032696,0,0.355211,Near-normal,0.2874774103294811,named in manuscript,2023-02-05,36,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,6,0.12991458000000003,0,0.354819,Near-normal,0.2874774103294811,named in manuscript,2023-02-06,37,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,7,0.12978601099999998,0,0.354339,Near-normal,0.2874774103294811,named in manuscript,2023-02-07,38,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,8,0.12961118200000002,0,0.353824,Near-normal,0.2874774103294811,named in manuscript,2023-02-08,39,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,9,0.12947429,0,0.35318,Near-normal,0.2874774103294811,named in manuscript,2023-02-09,40,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,10,0.12941534,0,0.352636,Near-normal,0.2874774103294811,named in manuscript,2023-02-10,41,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,11,0.12967879000000002,0,0.352345,Near-normal,0.2874774103294811,named in manuscript,2023-02-11,42,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,12,0.13116293,0,0.352286,Near-normal,0.2874774103294811,named in manuscript,2023-02-12,43,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,13,0.13321474,0,0.355391,Near-normal,0.2874774103294811,named in manuscript,2023-02-13,44,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,14,0.13515197,0,0.359871,Near-normal,0.2874774103294811,named in manuscript,2023-02-14,45,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,15,0.13617175,0,0.364112,Near-normal,0.2874774103294811,named in manuscript,2023-02-15,46,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,16,0.13641778,0,0.366028,Near-normal,0.2874774103294811,named in manuscript,2023-02-16,47,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,17,0.13688551999999998,0,0.365957,Near-normal,0.2874774103294811,named in manuscript,2023-02-17,48,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,18,0.13770099,0,0.366296,Near-normal,0.2874774103294811,named in manuscript,2023-02-18,49,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,19,0.13814847,0,0.367344,Near-normal,0.2874774103294811,named in manuscript,2023-02-19,50,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,20,0.13815681999999999,0,0.367662,Near-normal,0.2874774103294811,named in manuscript,2023-02-20,51,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,21,0.13855823,0,0.366928,Near-normal,0.2874774103294811,named in manuscript,2023-02-21,52,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,22,0.13957316,0,0.366826,Near-normal,0.2874774103294811,named in manuscript,2023-02-22,53,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,23,0.14010608,0,0.368488,Near-normal,0.2874774103294811,named in manuscript,2023-02-23,54,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,24,0.14017368000000002,0,0.368978,Near-normal,0.2874774103294811,named in manuscript,2023-02-24,55,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,25,0.14004502,0,0.368217,Near-normal,0.2874774103294811,named in manuscript,2023-02-25,56,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,26,0.13983551,0,0.367042,Near-normal,0.2874774103294811,named in manuscript,2023-02-26,57,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,27,0.13962059999999998,0,0.366043,Near-normal,0.2874774103294811,named in manuscript,2023-02-27,58,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,2,28,0.13933534,0,0.365129,Near-normal,0.2874774103294811,named in manuscript,2023-02-28,59,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,1,0.13909204,0,0.364025,Near-normal,0.2874774103294811,named in manuscript,2023-03-01,60,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,2,0.13887011000000002,0,0.36304,Near-normal,0.2874774103294811,named in manuscript,2023-03-02,61,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,3,0.13861395,0,0.362114,Near-normal,0.2874774103294811,named in manuscript,2023-03-03,62,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,4,0.13834313,0,0.36109,Near-normal,0.2874774103294811,named in manuscript,2023-03-04,63,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,5,0.13810187999999998,0,0.36003,Near-normal,0.2874774103294811,named in manuscript,2023-03-05,64,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,6,0.1379016,0,0.359057,Near-normal,0.2874774103294811,named in manuscript,2023-03-06,65,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,7,0.13770211999999998,0,0.358201,Near-normal,0.2874774103294811,named in manuscript,2023-03-07,66,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,8,0.13750342999999998,0,0.357346,Near-normal,0.2874774103294811,named in manuscript,2023-03-08,67,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,9,0.13729634,0,0.356492,Near-normal,0.2874774103294811,named in manuscript,2023-03-09,68,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,10,0.13709825,0,0.355619,Near-normal,0.2874774103294811,named in manuscript,2023-03-10,69,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,11,0.13690095000000002,0,0.354771,Near-normal,0.2874774103294811,named in manuscript,2023-03-11,70,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,12,0.13670344,0,0.353924,Near-normal,0.2874774103294811,named in manuscript,2023-03-12,71,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,13,0.13650464,0,0.35308,Near-normal,0.2874774103294811,named in manuscript,2023-03-13,72,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,14,0.13709705,0,0.352199,Near-normal,0.2874774103294811,named in manuscript,2023-03-14,73,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,15,0.13765505,0,0.353622,Near-normal,0.2874774103294811,named in manuscript,2023-03-15,74,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,16,0.13772058,0,0.35422,Near-normal,0.2874774103294811,named in manuscript,2023-03-16,75,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,17,0.13759533,0,0.353639,Near-normal,0.2874774103294811,named in manuscript,2023-03-17,76,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,18,0.13828653999999999,0,0.352074,Near-normal,0.2874774103294811,named in manuscript,2023-03-18,77,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,19,0.14051247,0,0.352893,Near-normal,0.2874774103294811,named in manuscript,2023-03-19,78,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,20,0.14383181,0,0.357537,Near-normal,0.2874774103294811,named in manuscript,2023-03-20,79,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,21,0.14672740000000004,0,0.364865,Near-normal,0.2874774103294811,named in manuscript,2023-03-21,80,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,22,0.14857909,0,0.370411,Near-normal,0.2874774103294811,named in manuscript,2023-03-22,81,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,23,0.15038893,0,0.373969,Near-normal,0.2874774103294811,named in manuscript,2023-03-23,82,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,24,0.1536093,0,0.376232,Near-normal,0.2874774103294811,named in manuscript,2023-03-24,83,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,25,0.15763981,0,0.38314,Near-normal,0.2874774103294811,named in manuscript,2023-03-25,84,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,26,0.16195479,0,0.391925,Near-normal,0.2874774103294811,named in manuscript,2023-03-26,85,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,27,0.16435308999999998,0,0.401432,Near-normal,0.2874774103294811,named in manuscript,2023-03-27,86,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,28,0.164947,0,0.405968,Near-normal,0.2874774103294811,named in manuscript,2023-03-28,87,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,29,0.16487475999999998,0,0.406658,Near-normal,0.2874774103294811,named in manuscript,2023-03-29,88,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,30,0.16463138,0,0.40524,Near-normal,0.2874774103294811,named in manuscript,2023-03-30,89,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,3,31,0.16512097,0,0.402177,Near-normal,0.2874774103294811,named in manuscript,2023-03-31,90,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,1,0.16592105000000001,0,0.40081,Near-normal,0.2874774103294811,named in manuscript,2023-04-01,91,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,2,0.16611301,0,0.401366,Near-normal,0.2874774103294811,named in manuscript,2023-04-02,92,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,3,0.1658441,0,0.400312,Near-normal,0.2874774103294811,named in manuscript,2023-04-03,93,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,4,0.16538161999999998,0,0.397996,Near-normal,0.2874774103294811,named in manuscript,2023-04-04,94,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,5,0.16481623,0,0.394851,Near-normal,0.2874774103294811,named in manuscript,2023-04-05,95,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,6,0.16424023000000001,0,0.392693,Near-normal,0.2874774103294811,named in manuscript,2023-04-06,96,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,7,0.16427935999999999,0,0.390503,Near-normal,0.2874774103294811,named in manuscript,2023-04-07,97,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,8,0.16508615000000001,0,0.389988,Near-normal,0.2874774103294811,named in manuscript,2023-04-08,98,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,9,0.16917886000000001,0,0.389934,Near-normal,0.2874774103294811,named in manuscript,2023-04-09,99,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,10,0.17649719,0,0.396805,Near-normal,0.2874774103294811,named in manuscript,2023-04-10,100,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,11,0.18546100000000001,0,0.41096,Near-normal,0.2874774103294811,named in manuscript,2023-04-11,101,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,12,0.19448022999999998,0,0.427778,Near-normal,0.2874774103294811,named in manuscript,2023-04-12,102,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,13,0.20202492,0,0.444323,Near-normal,0.2874774103294811,named in manuscript,2023-04-13,103,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,14,0.20864741,0,0.457895,Near-normal,0.2874774103294811,named in manuscript,2023-04-14,104,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,15,0.22268135,0,0.469089,Near-normal,0.2874774103294811,named in manuscript,2023-04-15,105,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,16,0.24017963999999997,0,0.49672,Near-normal,0.2874774103294811,named in manuscript,2023-04-16,106,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,17,0.26192600000000005,0,0.530515,Near-normal,0.2874774103294811,named in manuscript,2023-04-17,107,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,18,0.2916285,0,0.575587,Near-normal,0.2874774103294811,named in manuscript,2023-04-18,108,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,19,0.3291639,0,0.635676,Near-normal,0.2874774103294811,named in manuscript,2023-04-19,109,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,20,0.3717599,0,0.711115,Near-normal,0.2874774103294811,named in manuscript,2023-04-20,110,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,21,0.42402609999999996,0,0.7955,Near-normal,0.2874774103294811,named in manuscript,2023-04-21,111,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,22,0.48689530000000003,0,0.897734,Near-normal,0.2874774103294811,named in manuscript,2023-04-22,112,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,23,0.5573277999999999,0,0.995809,Near-normal,0.2874774103294811,named in manuscript,2023-04-23,113,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,24,0.6197649000000001,0,1.05562,Near-normal,0.2874774103294811,named in manuscript,2023-04-24,114,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,25,0.6613539,0,1.17366,Near-normal,0.2874774103294811,named in manuscript,2023-04-25,115,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,26,0.6880858,0,1.24888,Near-normal,0.2874774103294811,named in manuscript,2023-04-26,116,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,27,0.7046986000000001,0,1.29421,Near-normal,0.2874774103294811,named in manuscript,2023-04-27,117,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,28,0.7171984,0,1.3195,Near-normal,0.2874774103294811,named in manuscript,2023-04-28,118,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,29,0.7371881,0,1.33834,Near-normal,0.2874774103294811,named in manuscript,2023-04-29,119,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,4,30,0.7602388,0,1.36993,Near-normal,0.2874774103294811,named in manuscript,2023-04-30,120,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,5,1,0.7840484999999999,0,1.40617,Near-normal,0.2874774103294811,named in manuscript,2023-05-01,121,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,5,2,0.8190561,0,1.44282,Near-normal,0.2874774103294811,named in manuscript,2023-05-02,122,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,5,3,0.8560538999999999,0,1.4994,Near-normal,0.2874774103294811,named in manuscript,2023-05-03,123,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,5,4,0.8923505,0,1.55412,Near-normal,0.2874774103294811,named in manuscript,2023-05-04,124,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,5,5,0.9247748,0,1.60901,Near-normal,0.2874774103294811,named in manuscript,2023-05-05,125,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,5,6,0.9523302,0,1.65401,Near-normal,0.2874774103294811,named in manuscript,2023-05-06,126,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
Winter Wheat,weatherRad0Center,2023,5,7,0.9815009,0,1.69009,Near-normal,0.2874774103294811,named in manuscript,2023-05-07,127,VAPV (Rad 0%),VAPV (Rad 0%) - Near-normal (2023)
